,Kingdom,Phylum,Class,Order,Family,Genus,Species
ASV_6842,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6844,Metazoa,Nematoda,Chromadorea,Rhabditida,Panagrolaimidae,g_,s_
ASV_6845,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_6847,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_6850,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6851,Eukaryota,unknown,Choanoflagellata,Acanthoecida,Stephanoecidae,g_,s_
ASV_6855,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_6856,Eukaryota,unknown,Dinophyceae,Gymnodiniales,unassigned,unassigned,unassigned
ASV_6860,Eukaryota,Haptista,Haptophyta,Prymnesiales,unassigned,g_,s_
ASV_6862,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6864,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6868,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6869,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Amphidomataceae,Azadinium,Azadinium polongum
ASV_6871,no_hit,Bacillariophyta,no_hit,no_hit,no_hit,g_,s_
ASV_6873,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_6883,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6884,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,g_,s_
ASV_6886,no_hit,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_6887,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6888,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_6893,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6894,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6896,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_6898,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6899,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_6902,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,unassigned
ASV_6906,Eukaryota,unknown,Polycystinea,Nassellaria,Plagiacanthidae,g_,s_
ASV_6908,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6910,no_hit,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,s_
ASV_6911,no_hit,unknown,Cryptophyceae,Cryptomonadales,Hemiselmidaceae,Hemiselmis,Hemiselmis cryptochromatica
ASV_6914,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6915,Eukaryota,unknown,unknown,unknown,unknown,unknown,phototrophic eukaryote
ASV_6916,Eukaryota,Basidiomycota,Tremellomycetes,unassigned,unassigned,unassigned,unassigned
ASV_6917,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6918,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6925,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6929,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6931,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6932,Eukaryota,Cercozoa,unknown,Cercomonadida,Cercomonadidae,g_,s_
ASV_6934,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6935,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_6937,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,Actinocyclus,Actinocyclus curvatulus
ASV_6941,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6942,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6943,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6946,Eukaryota,Ciliophora,Spirotrichea,unknown,Tontoniidae,g_,s_
ASV_6949,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_6952,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_6953,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,g_,s_
ASV_6955,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6958,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_6959,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6960,Eukaryota,Haptista,Haptophyta,Prymnesiales,Prymnesiaceae,Prymnesium,s_
ASV_6962,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6963,Eukaryota,Ciliophora,Spirotrichea,Urostylida,unknown,g_,s_
ASV_6964,no_hit,unknown,Choanoflagellata,Acanthoecida,Acanthoecidae,g_,s_
ASV_6965,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_6967,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_6968,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6973,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_6975,Eukaryota,unknown,Haptophyta,Prymnesiales,unassigned,unassigned,unassigned
ASV_6977,Eukaryota,Arthropoda,Hexanauplia,Poecilostomatoida,Sapphirinidae,Sapphirina,unassigned
ASV_6980,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6982,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6983,no_hit,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium monovelum
ASV_6986,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_6993,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_6995,Eukaryota,Arthropoda,Hexanauplia,Calanoida,unassigned,unassigned,unassigned
ASV_6998,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strombidinopsidae,Strombidinopsis,s_
ASV_6999,Eukaryota,unknown,Polycystinea,Nassellaria,Plagoniidae,Pseudocubus,Pseudocubus obeliscus
ASV_7000,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_7001,no_hit,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Paragymnodinium,no_hit
ASV_7008,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7009,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7013,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7014,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7018,Eukaryota,Cercozoa,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_7019,no_hit,Haptophyta,unknown,Prymnesiales,Prymnesiaceae,g_,s_
ASV_7026,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7031,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7032,Eukaryota,Streptophyta,Magnoliopsida,Brassicales,Brassicaceae,Brassica,unassigned
ASV_7033,no_hit,Cercozoa,unknown,unknown,unknown,g_,s_
ASV_7034,no_hit,unknown,Dinophyceae,Peridiniales,Peridiniaceae,Scrippsiella,no_hit
ASV_7038,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7040,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7042,Metazoa,Chordata,Appendicularia,Copelata,Fritillariidae,Fritillaria <tunicates>,Fritillaria borealis
ASV_7043,Eukaryota,unknown,Dinophyceae,Peridiniales,Amphidiniopsidaceae,g_,s_
ASV_7045,Eukaryota,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,g_,s_
ASV_7047,Eukaryota,Platyhelminthes,Rhabditophora,Polycladida,unassigned,unassigned,unassigned
ASV_7051,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7053,Eukaryota,Annelida,Polychaeta,Sabellida,Sabellidae,Eudistylia,Eudistylia vancouveri
ASV_7058,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7062,no_hit,unknown,Centroplasthelida,Pterocystida,Pterocystidae,g_,s_
ASV_7063,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,unassigned,s_
ASV_7066,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7067,Eukaryota,Annelida,Polychaeta,Phyllodocida,Polynoidae,unknown,Polynoidae sp. polynoid2 ST-2019
ASV_7069,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7073,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7074,Eukaryota,Euglenozoa,unknown,Diplonemea,Diplonemidae,g_,s_
ASV_7075,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,g_,s_
ASV_7076,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_7078,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,unassigned
ASV_7079,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7081,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7082,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Cochlodinium,s_
ASV_7083,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_7085,Eukaryota,Cercozoa,Thecofilosea,unknown,Ebriacea,g_,s_
ASV_7089,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7091,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7095,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7097,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7100,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7102,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7103,Eukaryota,unknown,Dinophyceae,Peridiniales,unassigned,unassigned,unassigned
ASV_7104,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7105,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7106,Eukaryota,Ciliophora,Phyllopharyngea,Dysteriida,Plesiotrichopidae,g_,s_
ASV_7111,Eukaryota,Porifera,Demospongiae,Haplosclerida,Chalinidae,g_,s_
ASV_7112,Eukaryota,Ciliophora,Spirotrichea,Choreotrichida,Strobilidiidae,g_,s_
ASV_7114,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7115,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7116,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,unassigned,unassigned
ASV_7123,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7125,Eukaryota,Echinodermata,Asteroidea,Forcipulatida,unassigned,unassigned,unassigned
ASV_7126,Eukaryota,Porifera,Demospongiae,Suberitida,Halichondriidae,Hymeniacidon,unassigned
ASV_7129,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Coscinodiscales,Hemidiscaceae,unassigned,unassigned
ASV_7133,Eukaryota,Arthropoda,Hexanauplia,Pedunculata,unassigned,unassigned,unassigned
ASV_7136,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,unassigned,s_
ASV_7137,Eukaryota,unknown,Dinophyceae,Peridiniales,Diplopsaliaceae,g_,s_
ASV_7138,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7142,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7146,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7147,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,s_
ASV_7148,Eukaryota,unknown,unknown,Telonemida,unknown,g_,s_
ASV_7149,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7150,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_7152,Eukaryota,Cnidaria,Anthozoa,Scleractinia,unassigned,unassigned,unassigned
ASV_7153,Eukaryota,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,unassigned
ASV_7155,no_hit,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_7157,no_hit,unknown,Dinophyceae,no_hit,no_hit,g_,s_
ASV_7159,no_hit,Imbricatea,unknown,Thaumatomonadida,Thaumatomastigidae,g_,s_
ASV_7160,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7164,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_7166,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7167,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7172,Eukaryota,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,g_,s_
ASV_7176,Eukaryota,Ciliophora,Oligohymenophorea,Apostomatida,unassigned,unassigned,unassigned
ASV_7178,Eukaryota,Ciliophora,Spirotrichea,unknown,Strombidiidae,Varistrombidium,s_
ASV_7180,Metazoa,Sipuncula,unknown,Golfingiida,Themistidae,Themiste,Themiste minor
ASV_7181,Eukaryota,Imbricatea,unknown,Marimonadida,unknown,Abollifer,s_
ASV_7182,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7184,Eukaryota,unknown,Acantharea,Chaunacanthida,unknown,g_,s_
ASV_7186,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_7187,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium monovelum
ASV_7188,Eukaryota,Annelida,Polychaeta,Phyllodocida,Nereididae,Perinereis,unassigned
ASV_7192,Eukaryota,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,unassigned,unassigned
ASV_7193,no_hit,unknown,Bigyra,Bicosoecida,no_hit,g_,s_
ASV_7194,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7199,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_7200,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Pyrenomonadaceae,Rhodomonas,Rhodomonas abbreviata
ASV_7201,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,s_
ASV_7202,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7205,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7208,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7209,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,g_,s_
ASV_7212,no_hit,unknown,Dinophyceae,no_hit,no_hit,no_hit,no_hit
ASV_7217,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,s_
ASV_7218,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7220,no_hit,unknown,unknown,unknown,unknown,g_,s_
ASV_7221,Eukaryota,unknown,Acantharea,Chaunacanthida,Gigartacontidae,g_,s_
ASV_7222,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7224,Eukaryota,unknown,Cryptophyceae,unassigned,unassigned,unassigned,unassigned
ASV_7225,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_7226,Eukaryota,unknown,Bigyra,Nanomonadea,unknown,Incisomonas,s_
ASV_7227,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,g_,s_
ASV_7228,Eukaryota,unknown,Dinophyceae,unknown,unknown,g_,s_
ASV_7229,Eukaryota,Chlorophyta,Mamiellophyceae,Mamiellales,Bathycoccaceae,Bathycoccus,Bathycoccus prasinos
ASV_7231,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7232,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7233,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7240,no_hit,Ciliophora,Spirotrichea,Tintinnida,Xystonellidae,g_,s_
ASV_7241,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_7242,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,s_
ASV_7243,Eukaryota,unknown,Choanoflagellata,unknown,unknown,g_,s_
ASV_7247,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7248,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,g_,s_
ASV_7250,Eukaryota,unknown,Dinophyceae,Gonyaulacales,Gonyaulacaceae,g_,s_
ASV_7251,Eukaryota,Streptophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,Pilea microphylla
ASV_7253,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7254,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7257,Eukaryota,Chlorophyta,Trebouxiophyceae,unassigned,unassigned,unassigned,unassigned
ASV_7264,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7272,Eukaryota,unknown,Dinophyceae,Blastodiniales,unknown,Blastodinium,Blastodinium galatheanum
ASV_7275,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7276,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7277,Eukaryota,Imbricatea,unknown,unknown,Metromonadea,g_,s_
ASV_7279,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_7280,Eukaryota,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,unassigned
ASV_7283,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_7284,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7285,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7286,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_7287,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7288,Eukaryota,Bacillariophyta,unassigned,unassigned,unassigned,unassigned,s_
ASV_7290,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,s_
ASV_7292,Eukaryota,unknown,unknown,unknown,unknown,unknown,s_
ASV_7294,Eukaryota,unknown,Dinophyceae,Syndiniales,unassigned,unassigned,unassigned
ASV_7295,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7297,Eukaryota,Annelida,Polychaeta,Spionida,Spionidae,g_,s_
ASV_7298,Eukaryota,unknown,Dinophyceae,unassigned,unassigned,unassigned,unassigned
ASV_7303,Eukaryota,unknown,Dinophyceae,Peridiniales,Protoperidiniaceae,g_,s_
ASV_7307,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_7308,Eukaryota,Cryptomycota,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7311,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7313,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_7314,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7316,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_7319,Eukaryota,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pyramimonas,Pyramimonas parkeae
ASV_7327,Eukaryota,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,g_,s_
ASV_7329,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7331,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7333,Eukaryota,Picozoa,Picomonadea,Picomonadida,Picomonadidae,Picomonas,s_
ASV_7334,no_hit,Euglenozoa,unknown,Diplonemea,unknown,g_,s_
ASV_7335,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_7336,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7338,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Delesseriaceae,Sorella,s_
ASV_7339,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_7345,Eukaryota,unknown,Dinophyceae,Gymnodiniales,Kareniaceae,Gertia,Gertia stigmatica
ASV_7346,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7348,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_7350,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7351,Viridiplantae,Chlorophyta,Pyramimonadophyceae,Pyramimonadales,Pyramimonadaceae,Pterosperma,s_
ASV_7352,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_7354,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7356,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7358,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7362,Eukaryota,Ciliophora,Spirotrichea,Tintinnida,Ptychocylididae,g_,s_
ASV_7368,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7369,Eukaryota,Ciliophora,Spirotrichea,unassigned,unassigned,unassigned,unassigned
ASV_7371,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7373,Eukaryota,Imbricatea,unknown,Marimonadida,unknown,g_,s_
ASV_7377,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7378,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7384,Eukaryota,unknown,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,Teleaulax amphioxeia
ASV_7387,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7388,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_7391,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7394,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine eukaryote
ASV_7395,Eukaryota,unassigned,unassigned,unassigned,unassigned,g_,s_
ASV_7399,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7400,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7402,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7403,Eukaryota,Bacillariophyta,Bacillariophyceae,unassigned,unassigned,unassigned,unassigned
ASV_7408,Eukaryota,Bacillariophyta,Bacillariophyceae,unassigned,unassigned,g_,s_
ASV_7409,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7411,Eukaryota,unknown,Dinophyceae,Prorocentrales,Prorocentraceae,g_,s_
ASV_7412,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,unassigned
ASV_7418,Eukaryota,Chlorophyta,Trebouxiophyceae,unassigned,unassigned,g_,s_
ASV_7420,Eukaryota,Echinodermata,Ophiuroidea,Ophiurida,unassigned,unassigned,s_
ASV_7425,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7426,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7429,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7430,no_hit,Haptophyta,no_hit,no_hit,no_hit,no_hit,no_hit
ASV_7436,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7439,Eukaryota,unknown,Dinophyceae,Peridiniales,Amphidiniopsidaceae,g_,s_
ASV_7446,Eukaryota,Chlorophyta,unassigned,unassigned,unassigned,g_,s_
ASV_7447,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7448,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Melosirales,Stephanopyxidaceae,g_,s_
ASV_7449,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_7456,Eukaryota,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,s_
ASV_7460,Eukaryota,Haptista,Haptophyta,unassigned,unassigned,g_,s_
ASV_7462,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7465,Eukaryota,unknown,Dictyochophyceae,Florenciellales,unassigned,unassigned,unassigned
ASV_7467,Eukaryota,unknown,Bolidophyceae,Parmales,Triparmaceae,g_,s_
ASV_7472,no_hit,unknown,Dinophyceae,Syndiniales,Syndiniaceae,g_,s_
ASV_7473,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7476,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7484,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7488,no_hit,Oomycota,unknown,Lagenidiales,Haliphthoraceae,Haliphthoros,no_hit
ASV_7490,Eukaryota,unknown,Bigyra,unknown,Pseudophyllomitidae,g_,s_
ASV_7491,Eukaryota,unassigned,unassigned,unassigned,unassigned,unassigned,unassigned
ASV_7493,no_hit,unknown,Cryptophyceae,Cyathomonadacea,Goniomonadaceae,Goniomonas,no_hit
ASV_7494,Eukaryota,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,Amoebophrya,s_
ASV_7497,Eukaryota,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_7500,Eukaryota,unknown,unknown,unknown,unknown,unknown,uncultured marine picoeukaryote
ASV_7501,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
ASV_7502,Viridiplantae,Chlorophyta,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,g_,s_
ASV_7505,Eukaryota,Endomyxa,unknown,unknown,Gromiidae,g_,s_
ASV_7506,no_hit,unknown,Dinophyceae,Syndiniales,Amoebophryaceae,g_,s_
ASV_7509,Eukaryota,unknown,Dinophyceae,Peridiniales,Peridiniaceae,g_,s_
ASV_7514,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,g_,s_
ASV_7518,no_hit,no_hit,no_hit,no_hit,no_hit,g_,s_
ASV_7519,Eukaryota,unknown,Dinophyceae,Thoracosphaerales,Thoracosphaeraceae,Ensiculifera,Ensiculifera imariensis
ASV_7520,Eukaryota,unknown,unknown,unknown,unknown,g_,s_
